epoch,learningRate,trainAcc,testAcc,loss
0,0.001024524,77.13043478,85.40723982,101
1,0.001024524,75.08695652,86.02941176,30.91362145
2,0.001024524,75.82608696,83.4841629,27.74200459
3,0.001024524,76.60869565,77.65837104,27.93487735
4,0.001024524,75.13043478,86.65158371,22.76765481
5,0.001024524,75.91304348,86.65158371,19.26918872
6,0.001024524,76.69565217,77.99773756,15.035214
7,0.001024524,75.08695652,87.16063348,16.47675915
8,0.001024524,75,88.2918552,12.02449141
9,0.001024524,75.91304348,79.46832579,11.77216672
10,0.001024524,75.82608696,85.23755656,10.79112584
11,0.001024524,75.7826087,85.52036199,13.54786595
12,0.001024524,76.65217391,86.48190045,15.78475391
13,0.001024524,75.86956522,85.85972851,7.640191512
14,0.001024524,75.91304348,83.03167421,10.25481495
15,0.001024524,76.65217391,84.89819005,37.47745968
16,0.001024524,75.91304348,85.0678733,11.86187445
17,0.001024524,75,85.12443439,7.934868287
18,0.001024524,75.91304348,85.74660633,11.88949021
19,0.001024524,75.08695652,83.14479638,9.239684539
20,0.001024524,75,84.50226244,12.84586653
21,0.001024524,76.60869565,85.57692308,5.435649334
22,0.001024524,76.82608696,85.97285068,5.10456595
23,0.001024524,75.91304348,85.18099548,7.782554076
24,0.001024524,76.73913043,86.42533937,3.455991847
25,0.001024524,76,85.18099548,1.954029647
26,0.001024524,75.13043478,84.50226244,2.034772446
27,0.001024524,75.95652174,85.12443439,2.954496434
28,0.001024524,76.13043478,84.10633484,5.782279939
29,0.001024524,76,85.18099548,6.509408399
30,0.001024524,76.95652174,84.10633484,4.789945931
31,0.001024524,75.2173913,85.69004525,2.8567978
32,0.001024524,76.2173913,84.78506787,1.709475606
33,0.001024524,76.30434783,85.29411765,1.482848832
34,0.001024524,74.7826087,85.23755656,1.029793034
35,0.001024524,74.95652174,85.91628959,1.822076296
36,0.001024524,76.34782609,84.95475113,1.034679487
37,0.001024524,77.60869565,84.78506787,1.469519859
38,0.001024524,75.86956522,84.78506787,1.021618574
39,0.001024524,77.26086957,81.33484163,5.023625665
40,0.001024524,76.2173913,78.6199095,9.32103585
41,0.001024524,74.39130435,82.86199095,13.62451994
42,0.001024524,76.08695652,83.82352941,13.33074188
43,0.001024524,76,84.10633484,10.4649529
44,0.001024524,76.13043478,85.12443439,3.551788975
45,0.001024524,75.56521739,84.50226244,3.076169675
46,0.001024524,77.08695652,84.61538462,2.358209179
47,0.001024524,75.56521739,83.08823529,2.729458648
48,0.001024524,75.56521739,84.50226244,1.208818393
49,0.001024524,76.43478261,84.44570136,1.227592844
50,0.001024524,75.52173913,84.38914027,0.826365209
51,0.001024524,77.30434783,84.33257919,0.503144232
52,0.001024524,75.73913043,83.65384615,0.458991439
